path,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,label,id,text
19742.png,0.5338436,0.090527646,-0.026194349,0.17788288,0.0009002276,-0.054801103,0.2543303,-0.04226302,0.18871398,0.060275476,0.23352031,0.34610644,-0.30506173,-0.3188855,0.027982516,0.021238811,0.50910485,-0.1318425,-0.38438815,0.13612007,0,19742,japan soars to its highest temperature ever recorded: 106 degrees that's where you're wrong kiddo
19753.png,0.667052,-0.5272476,0.07004692,0.14375696,0.607602,-0.20251086,0.09061742,0.13370392,0.42657354,-0.20183636,-0.9298113,1.1055543,-0.7012758,-0.08935497,-0.5446196,-0.1818924,1.0152965,0.028744433,0.20717207,0.7031756,0,19753,"how many times do we have to teach you this lesson, you tranny freaks ?"
19763.png,0.6337984,-0.30511135,0.82533807,0.15208131,-0.1965032,-0.067104004,-0.36079535,0.5649493,1.4913152,0.6611851,0.21726023,1.9457475,-0.60756195,-0.37391144,-0.85627025,1.5279391,-0.11218451,0.9429729,1.1400295,0.24400552,0,19763,straight men's physiological stress response to see two men kissing is the same as seeing maggots
19783.png,1.041232,-0.025091002,-0.31638134,0.37908965,0.40591243,0.47303727,-0.38140884,0.2834816,1.2676021,-0.34338754,-0.36452,0.42253384,0.09184438,-0.7351413,-0.43289348,0.3818679,1.1594604,-0.28744492,0.3761436,0.16495074,0,19783,this is what science does for humanity this is what islam does for humanity
19834.png,0.33010986,0.38541758,0.26498267,0.45491505,-0.31454238,-0.982668,-0.41952226,0.27977762,0.07545707,0.10023178,-1.1631997,0.729466,0.03893209,-0.84928954,-0.6815292,-0.0033636168,0.9565134,-0.17166504,0.43184432,-0.07324212,0,19834,how to get a black guy to see his baby
19836.png,0.8110685,-0.08965696,-0.8318235,-0.4227748,0.14722428,-0.2882788,-0.8169944,0.01856355,0.35025266,0.81920666,-0.7816481,1.0026814,-0.36280945,-0.299027,-1.2454797,0.045821987,0.25288928,0.19971578,0.48893735,0.23102872,0,19836,white people before they tell a joke about black people
19845.png,0.87086403,0.44898802,-0.74203247,-0.26005697,0.20372356,0.49700892,0.32693526,0.2218275,0.44553205,0.4302859,0.2925192,0.2571273,-0.19546863,-0.105663575,-1.4232113,0.19081676,0.4088684,-0.29105428,-0.008640401,0.21998246,0,19845,the face that pro-lifers make when you talk about shooting immigrants
19875.png,0.299022,-0.29529807,-0.6545239,-0.1122683,-0.88386416,-0.56734806,0.17866929,0.14275314,0.4950092,0.35540512,-0.41388032,0.46587986,-0.4115211,-0.2761457,-0.33703208,0.6530529,0.50053877,-0.17091615,0.22447002,-0.2175854,0,19875,"no i'm not going to kill the gays, make slavery legal, and take away women's rights i'm not a muslim"
20149.png,0.41826347,0.29496306,-1.4055684,-0.023888761,-0.1974316,-0.39684394,0.48407093,-0.45849702,0.085831374,0.04648162,-0.9249847,0.8765813,-0.097396255,0.06343155,-0.7997324,0.21438819,0.6816857,-0.16817133,-0.8592043,-0.43036327,0,20149,that face you make when you realize where all them free drugs came from
20154.png,0.4861435,-0.37425262,-0.37993443,0.71047884,0.08832739,0.021394556,0.41478392,0.27078518,1.6382793,0.29222825,-0.09125872,1.502611,-0.48591006,-0.3363608,0.051214688,0.32211995,0.04755036,0.14926901,-0.46177718,0.6236998,0,20154,i hate snow its white and on my land
20183.png,0.74715203,-0.35608348,-0.8239651,0.598553,-0.21067351,-0.12307992,-0.1264967,-0.15997376,0.895013,0.23427744,0.62519693,0.7439692,-0.6463095,-0.574671,0.045028128,0.5229275,-0.035509694,0.4434132,0.20319581,0.47777516,0,20183,when you finger an arab girl
20184.png,0.61986613,0.21445857,-0.41529688,-0.64694226,0.47394857,-0.07495623,-0.111568615,-0.19602802,0.36063597,-0.31598306,-0.4976305,0.011454941,-0.0028168224,-0.23283787,-0.41817454,-0.45869032,0.78541994,-0.20212331,0.28719515,0.07252736,0,20184,you'd be angry too if you just found out your goat was cheating on you
20195.png,0.06121894,0.13459812,-0.11611575,0.11067227,0.8081255,-0.5624929,-0.6562096,0.2163868,0.46575454,0.10364547,-0.746842,0.5953096,-0.25908574,-0.064032026,-0.48290184,0.22923887,1.2919941,-0.57865405,0.76653856,0.729243,0,20195,when you dont stir the nesquick powder in your milk enough
20196.png,0.77089417,0.3836606,0.15734789,-0.16268224,-1.0494599,-0.73647773,-0.7161419,-0.3797957,1.3101741,0.89395994,-0.4223084,1.07421,-1.3864765,-0.77748466,-0.34889057,-0.16750479,-0.18860964,1.1542081,0.07180972,0.4010038,0,20196,no difference between both
20317.png,-0.066739894,0.13027571,0.20998697,0.57431173,-0.30185115,-0.716869,0.24197654,0.304883,0.87698436,1.3350632,0.10345904,1.1456182,0.114454806,-0.31788903,-1.2356297,0.809644,0.5867853,-0.0649485,1.0524392,0.57046694,0,20317,"my 6 year old son is in a wheelchair, so i made him a tank for halloween this year. special forces?"
20371.png,0.5812117,-0.044946767,-0.7198706,-0.33562905,0.24325503,-0.50885314,-0.15916148,0.48712716,1.0999833,0.69775087,-0.93954235,1.6062374,-1.075074,0.16410685,0.0061716647,-0.052568026,-0.15970963,0.91121054,-0.21106264,0.048713006,0,20371,when you ask the stoke patient to smile
20374.png,0.7830693,0.48187587,-0.5587405,-0.3180645,0.028609548,0.013854032,-0.21876372,-0.08986238,0.54133856,0.09965797,-0.8508283,0.017260432,-0.5908283,0.2800932,-1.0174088,0.14150989,0.3680381,-0.13005467,0.17202073,-0.060281537,0,20374,new zealand: dozens dead in mass shooting usa: -first time?
20375.png,0.5253844,-0.36433387,-0.505119,-0.23582447,-0.09172194,-0.0975272,0.72447443,0.10537799,0.44165182,0.10896666,-0.5795576,0.6701246,0.21879989,-0.32533193,-0.50995106,-0.07896485,0.42416123,-0.11931944,0.1823824,-0.5296537,0,20375,islam is a religion of peace lets celebrate by killing infidels and beating women
20379.png,0.14973481,-0.8911997,-1.0639856,-0.26213726,-0.16973074,-0.11968436,-0.5770228,0.06567384,1.4575312,0.022637766,-0.6214034,0.65174,0.085930765,-1.1860229,0.2937058,-0.44121888,0.32883796,1.4878879,0.39913237,0.191119,0,20379,bitches be like at the beach with my besties
20381.png,1.1979427,-0.5107622,-1.1827021,0.12468069,0.19703071,0.12066124,-0.093641624,0.0903427,1.4731984,1.1694123,-0.43895462,0.5095996,-0.4597351,-0.32444048,-0.24657264,-0.20679283,0.31144807,0.73933315,-0.21143073,-0.298645,0,20381,"""the master race'"
20459.png,0.30614397,0.6690348,-0.55848104,0.1731077,-0.9801582,-0.5553761,1.0534052,0.28092495,1.1980267,0.46981826,0.534453,0.9587405,-0.679872,0.05933242,-0.75971454,1.05872,0.16704442,0.3276225,-0.3434204,0.06255301,0,20459,deport the goat fornicators #fukislam
20491.png,0.44392672,0.8141305,-0.44424817,0.22206792,0.7037539,-0.09267082,-0.5652314,0.047060084,0.4444097,0.47258785,0.03284625,0.55013525,-0.65497047,-0.46353117,-1.2962165,0.29005772,0.48076913,-0.46432972,-0.45646605,0.87878984,0,20491,if your happy and you know it clap your hands.
20497.png,0.4160171,-0.02857227,-0.6815644,-0.088969685,-0.24850507,-0.31579494,-0.33749387,0.12890004,1.3435361,0.8599331,-0.31129065,0.6694122,-0.84647167,0.3282333,-0.024955535,0.46997103,0.49761277,0.48236617,0.00661847,-0.33877468,0,20497,"lets erect a memorial to all the americans murdered by an illegal alien make it 1,500 miles long 30 feet tall and put it on the southern border"
20538.png,0.079754524,0.14333057,-0.9621307,0.17066014,0.5393551,-0.6625939,-0.37911707,0.039695513,0.67585695,0.516362,-0.9114486,0.8006673,-0.60062724,0.15889552,-1.2328057,0.6431443,0.21781856,-0.0071498333,0.12477165,-0.109976076,0,20538,what do you call a nun in a wheelchair? virgin mobile
20543.png,0.3114762,-0.008045087,0.1297194,0.05900348,0.15405928,-0.22492066,0.5720036,0.09149885,0.53167605,0.74482864,-0.35600534,1.1062866,0.22150281,-0.58747166,-0.53851223,0.7066241,0.37346664,-0.026340272,0.18634072,0.029801438,0,20543,and then i told that goat fucker suck my star spangled dick
20578.png,0.7298567,-0.059780486,-0.22780874,-0.80192393,0.6527458,-0.34986877,-0.6927131,0.32575533,0.4538876,0.46913126,-1.3041288,-0.06839219,-0.5447126,-0.5061748,-1.2117968,-0.278928,0.83550256,-0.15835048,0.07000936,0.27749985,0,20578,you said islam is violent? i kill you!
20617.png,0.40470082,0.56499434,-0.17141141,-0.06494666,0.20315844,-0.2570539,0.585974,0.07096231,0.28270513,-0.36973074,-0.47459614,0.8387047,-0.07631734,-0.7224914,-0.2856014,-0.263237,0.4351354,0.6170501,0.19066149,-0.5142171,0,20617,bruce jenner's cat
20619.png,0.97395813,-0.0019400809,-0.7322977,0.15697995,-0.44068947,0.26027828,0.35250488,0.31924707,0.59611416,0.63888425,-0.09941574,0.7684126,-0.810266,0.088867955,-1.1576682,0.3605106,0.48379904,0.3198418,0.5734183,0.37446094,0,20619,when you beat the shit out of the tranny hooker after you nut and call it a f****t but it doesn't get back up
20681.png,0.49832216,0.19547705,-0.49577796,-0.14954844,-0.46549067,0.3110072,0.30405277,0.30250126,1.0936643,0.08386026,-0.51983076,0.6461328,-0.32797134,-0.48622257,-0.76439047,-0.24801636,0.5716133,0.971681,0.25385395,0.7585153,0,20681,muslim in congress 2019 defund homeland security! muslims in 2001
20685.png,0.06370201,-0.30588162,-0.15319669,-0.9255845,-0.041190904,-0.7359616,-0.58306324,-0.15731189,0.8153788,-0.14035891,-0.7905523,0.69532907,-0.69572294,-0.21097697,-0.6769311,-0.3342469,-0.57501596,0.5488095,-0.039870515,-0.009002304,0,20685,white trash you are doing it right
20691.png,0.1924934,0.35452878,0.22317192,0.02337644,0.15658821,0.64838,-0.03227364,0.43115497,0.8146647,-0.027427722,-0.37332797,0.45439553,-0.1529774,-0.7448756,0.2829999,0.23579085,0.66396195,0.9995361,0.38842955,0.46655223,0,20691,remeber behind very great black man is the police
20693.png,0.8571038,-0.47389483,0.23386714,0.6759566,0.10738024,-0.07631529,0.41353315,0.25092643,0.3226067,0.31827176,0.08589526,1.6677395,-0.25613308,-1.1069393,0.011223679,-0.3285004,0.51222295,-0.11050983,0.6715243,-0.20469315,0,20693,photo of a survivor liberated from the auschwitz- birkenau camp 1945 (colored)
20718.png,0.52267057,0.078168325,-0.25188762,-0.17186905,-0.4079111,-0.22108242,-0.5147267,0.2972781,0.05544378,0.04799175,-0.39061072,1.1787802,-0.66297907,-0.89425486,0.07794774,-0.03388024,0.8124963,0.27723452,0.51953626,-0.17090924,0,20718,how can this be allowed a free home and benefits? when this man was allowed to die on the streets after serving this country
20736.png,0.5625979,-0.06444348,-0.34990314,0.7196813,0.40148765,0.7363551,0.56377405,-0.14205502,0.86591864,0.5903382,-0.4136871,0.5574762,0.34946945,0.14236157,-0.19265932,-0.07746709,0.87120664,0.21845119,0.9299933,0.12825231,0,20736,go be gay somewhere else
20738.png,0.8477016,-0.4024655,-0.2165778,0.42648944,-0.43315735,-0.18590471,0.39205572,0.06597111,1.0928172,0.5656126,-0.34217277,0.8127511,-0.6496988,-0.43701804,-0.20858958,0.03269928,0.18908444,0.45789135,0.9723512,0.4511755,0,20738,if being racist means i don't want my country turned into a pile of rocks & goatshit ruled by a barbric cult then i'm a racist
20745.png,0.8511565,0.12555246,-0.3448239,-0.17566624,0.056238595,-0.5902452,-0.00430404,0.2028812,0.42764282,0.19293533,0.11707131,0.8147702,-0.14239718,-0.5496543,-0.84290695,0.48327035,0.17372213,-0.014884132,0.049055673,-0.032704793,0,20745,oh look my new dishwasher arrived
20751.png,0.3059106,-0.05009366,-0.583616,0.65727764,-0.19731273,-1.7960339,-0.66344666,0.2312341,0.56783974,0.12159173,-0.8249552,0.33118382,-0.39361474,-0.070950665,-0.39161047,0.0731085,1.2361655,-0.27198508,-0.07997856,0.27519512,0,20751,"""islam is love!"" ariana grande august 2017 hillary clinton rally yeah, if you're a goat ***"
20759.png,0.1888362,0.0832424,-0.15046567,-0.020468237,-0.5898296,-0.3613006,-0.10868344,0.017483797,0.7345122,0.16976441,-0.18135782,0.7245283,-0.0625349,-0.6307766,-0.95774955,-0.06926099,0.36381102,0.29166254,0.26889712,-0.07268464,0,20759,this steak is so black it stole my television
20835.png,0.5371316,0.569899,-0.43563443,0.029890543,0.13480313,-0.42973775,0.58000106,0.015060607,0.7464714,0.19444193,0.123177074,0.30616271,-0.5508372,-0.084506765,-0.7292505,0.5114706,1.1043544,0.01133958,0.7204684,0.19688152,0,20835,in my country i am forced to keep my mouth shut here i am free to talk trash about this country in hopes that it can change into a country where i am forced to keep my mouth shut
20837.png,0.6616378,0.5797754,0.16993058,-0.3614829,-0.2554713,0.27465945,-0.5070607,0.1454617,0.35940003,0.22839485,-0.279215,0.51200336,-0.7183924,-1.1672567,-0.47179234,0.24335104,0.7834904,-0.3298218,-0.4782792,-0.311367,0,20837,"what's a word that begins with n, ends in r and you never want to call a black person? a neighbour"
20851.png,0.35948336,0.054448776,-0.50295264,0.3578443,0.35922527,-0.13576683,0.4208691,0.03629442,0.13681565,1.2527804,-0.34858182,1.0338521,-0.06524372,-0.43126547,-1.2940818,0.49473524,0.24310489,-0.79777855,0.5313109,-0.010065218,0,20851,me cis girls
20867.png,0.6238619,0.33776549,-0.40549076,0.13782318,-0.712911,-0.83792174,0.4448025,0.8285264,1.1480831,-0.0046302266,-0.6579907,1.6380972,-0.54324454,-0.65474796,-0.51157486,0.73435295,0.19849007,0.98131764,-0.026052497,0.2676519,0,20867,muslim porn star
20869.png,0.59050715,0.17505227,-0.20907748,0.1235121,0.5439479,0.5129481,0.5688163,0.58960944,0.2971057,0.57525355,-0.72646594,0.99057597,0.29286236,-0.46863484,-0.95601064,0.12676075,1.4687898,-0.51143765,-0.37457553,0.41741696,0,20869,when its your first day of wedding and you see him fucking a goat am i a joke to you?
20873.png,0.875998,0.4753492,-0.10329446,-0.23884907,0.34688035,-0.5377385,-0.38722613,0.007137645,0.40229544,-0.07558183,-0.40234986,0.28219533,-0.39145297,-0.2983288,-0.73223567,-0.1555745,0.754812,0.8047639,0.14269122,0.97103864,0,20873,this isn't even my final form
20948.png,0.2357787,-1.0789317,-0.91078186,0.14097622,0.20483969,-0.5066333,-1.2958015,-0.5864932,1.285709,0.5549477,-0.23836155,0.66683006,-0.014929768,-1.1368524,-0.46554974,-0.70818746,-0.09728323,1.9079367,0.30926862,0.3689569,0,20948,"trumpanzees when are you low skilled, white trash motherfuckers gonna get busy doing all the jobs mexicans used to do? we're waiting"
20951.png,0.5228052,0.25358495,-1.1568835,0.5646072,-0.02033801,-0.096635066,0.05399291,0.34196925,1.0960861,-0.21403523,0.36580005,0.76751685,-0.94411165,0.24395394,-0.78831905,0.21785676,0.40020153,0.08380394,0.16045919,-0.23318826,0,20951,we had a minor gas leak
20968.png,0.46774623,-0.17565694,-0.39675748,0.0007692934,0.657416,-0.40316826,-0.20678698,-0.43838882,0.11648539,-0.29177466,-0.81531286,0.57770586,-0.5716995,-0.03761391,-0.9999878,0.064212106,0.45732188,0.45282724,-0.112718284,0.40185204,0,20968,all men are dogs.. so which breed is your dad?
21038.png,0.4632739,-0.38458332,-0.10855465,-0.26415122,-0.47242805,-0.3165044,-0.42156354,-0.55504096,1.0814114,0.91195005,-0.25502187,1.5882379,-0.6506445,-0.61563385,-1.2319252,0.36853468,0.22045769,0.12590156,-0.3223402,0.44066757,0,21038,"put'n the ""ham"" in mohamed"
21043.png,1.001569,0.3273601,-0.4034975,0.052068762,0.37540632,-0.6148147,-0.8497649,0.27247697,0.51472235,0.5889135,-0.4868009,0.50587064,-0.8605057,0.4564246,-1.0973755,0.51067936,0.4989032,0.2696958,-0.18509072,0.61259633,0,21043,i'm pregnant! are you having a boy... or an abortion?
21047.png,0.10144683,-1.0200571,-0.48897547,-0.0835261,-0.3285034,0.041925255,0.27643004,-0.37425816,0.8430339,0.44739103,-0.191173,0.60514337,-0.45587057,-0.021482617,-0.4939161,-0.21917075,-0.7826243,0.3177268,-0.09217464,0.495002,0,21047,this chick can't stand fishing
21053.png,0.7940225,-0.2980126,-0.72629136,0.12222222,-0.5117206,0.5519404,0.48725083,-0.5403656,0.9113778,0.21027748,-0.061866842,0.08652866,0.17923567,-0.24627477,0.41535738,0.28982812,0.45304748,0.07077734,-0.25508016,-0.08276876,0,21053,so i told the rag head keep your dick beaters off my goat
21059.png,0.81144494,0.2917457,-1.1426153,0.13633585,-0.43022034,0.2460386,0.6238821,0.03628842,1.3240733,1.0220026,-0.12244489,1.0102998,-0.53100514,0.21879263,-0.5937518,1.0162097,0.55015486,0.108488485,-0.008915685,0.15188159,0,21059,"so, you think by being our sympathizer, this will somehow keep us from killing you? you are a special kind of stupid"
21064.png,-0.0024142954,-0.057115145,-0.2569309,-0.24835522,-0.08563402,-0.13949066,-0.10055533,0.5493454,0.37227777,0.4627659,-1.0592295,0.58631396,0.17455727,-0.5917721,-1.4875183,0.5395758,-0.555113,0.22586013,0.520553,-0.115492664,0,21064,"oh, i pissed you off? well suck it up buttercup i'm an asshole, it's what we do"
21078.png,0.6812373,0.30082878,-0.8903642,0.014181504,-0.3385264,-0.20152605,0.48024246,-0.31606257,0.78326404,0.68215495,0.31284472,0.49914742,-0.40621516,-0.19345723,-1.1792369,0.11613511,0.49787226,0.2842056,0.18734774,-0.25499123,0,21078,"i didn't say i wanted to hang the gays, i said ""i prefer gay men to be hung"""
21086.png,0.5089635,-0.17452021,-0.7665474,0.16724747,-0.10808505,-0.267812,0.65321726,-0.023289923,0.8959943,-0.13497458,-0.5454268,0.28998572,-0.84498215,-0.7616677,0.008654272,0.14075032,0.4206376,0.24858631,-0.51987314,0.2606496,0,21086,when the muslim kid you bullied starts counting backwards
21089.png,0.4766144,-0.39356148,0.028704092,-0.007903615,0.091281846,-0.15949975,-0.32628933,0.19659454,0.2619988,0.43636498,0.28105298,0.4630062,-0.21166095,-0.14478643,-1.2094097,0.027672045,-0.23782714,-0.05050708,0.11391882,0.18029226,0,21089,when you and your homie load each other's dishwashers
21305.png,0.49172345,-0.34761423,-0.587733,0.49711156,-0.41163233,-0.059345838,0.72452056,0.9945143,0.19097167,0.5290943,-0.6472462,0.3229965,0.024548236,-0.54900414,-0.46261048,0.13536838,0.55465585,0.4439188,0.2122486,0.13929029,0,21305,kick islam out of america you can't walk with god holding hands with the devil
21309.png,0.20195867,-0.36109912,-0.83328277,-0.121180065,-0.12252247,-0.17230487,-0.05074287,0.114115745,1.7020539,0.18978663,-0.49823692,0.61371654,-0.07717775,-0.5296867,-1.2741094,0.43853676,1.3718097,0.577378,0.113869734,0.43722093,0,21309,destruction 100 restoration 100
21345.png,0.8550441,0.5770809,-0.06351112,0.036867194,0.18238528,-0.42344204,-0.09649326,-0.2463103,0.81351566,0.717346,-0.36053512,0.9562828,-0.8112189,-0.04280318,-1.2290455,1.0670421,0.65990335,0.2066529,0.49866518,0.66169524,0,21345,"when you re out in public, and your muslim acts up the dirty jew"
21385.png,0.63083935,0.813865,-0.7997837,0.47776535,-0.4629283,-0.1750643,0.2883943,0.18894243,0.73693717,0.45727852,-0.8564595,1.340326,0.08013609,-0.6166822,-0.50516003,0.33534425,1.1182172,0.2759954,0.25362015,0.81754565,0,21385,are both mentally healthy? brahmins are racially paraniod. this is called hinduism brahmanism followers are genetically stupids and fools
21394.png,0.014786949,-0.17562315,-0.3488798,-0.07001033,0.33354583,-0.42418444,-0.23767845,-0.06554039,0.3351034,0.040573817,-0.42729077,0.5711394,-0.23202854,-0.25196993,-1.2492748,-0.06331333,0.398488,-0.1392703,-0.09665232,-0.099167906,0,21394,there is no hindu terrorism in india. what if i say it isn't true? will shoot you dead
21408.png,0.6840819,-0.022505919,-0.6917518,-0.05179373,-0.10283819,-0.714127,0.443702,0.29161495,0.76681507,0.58825284,-1.1383624,0.44359073,-0.8530109,-0.89055854,-0.607579,-0.39908773,0.5054911,0.12577887,0.0130051,-0.33274546,0,21408,"i'm uncertain where i stand on abortion.. i like killing babies, but hate the idea of giving women a choice"
21436.png,0.71303916,-0.18669419,-0.43027547,-0.5190002,-0.5884717,-0.19426167,0.06415789,-0.048096243,0.59377337,0.74808353,-0.47881022,0.76757085,-0.5662761,-0.26773524,-0.75901264,0.2064057,0.80154675,-0.22337754,-0.035595797,0.5393719,0,21436,this lamb is so raw our islamic customers were trying to fuck it!
21450.png,0.2297026,0.28748453,-0.34486482,0.27699536,0.51766086,-0.921815,0.70324296,-0.8330724,0.51198053,0.13675281,-0.6798916,1.2030675,-0.8607849,-0.49373788,-0.18168578,0.9427588,-0.06263122,-0.06084319,-0.001988344,-0.69470245,0,21450,interviewer: can you demonstrate your problem solving abilities ? me:
21453.png,0.6003065,0.5857452,-0.7925893,0.25448972,-0.017474782,-0.47377402,0.63430405,-0.029795658,0.6931199,0.5291964,-0.67148614,0.67504144,-0.82206595,-0.060692947,-1.0239036,0.6363894,0.16696922,-0.011608812,-0.5011061,0.7142764,0,21453,gays on their way home after pride week
21486.png,0.19926234,0.03131228,-0.13058119,-0.14966753,-0.20817493,0.2723635,-0.5904653,-0.2743698,-0.16847171,-0.060223598,-0.55180335,0.90563935,-0.2174362,-0.835177,-0.18763563,0.14100787,0.12619059,-0.13704662,0.25289297,-0.06585231,0,21486,liberal guide to attacking a critic of islam 1. call them a racist 2. tell them their points aren't legitimate because they haven't been personally attacked
21509.png,-0.003093997,-0.2759918,-0.41403422,0.14016744,-0.3778662,0.034291048,-0.45360926,-0.5969098,0.38480496,0.067070365,-0.350342,0.737032,0.27109623,-0.7639517,-0.56140083,-0.32185638,0.49730253,0.3000572,0.61533475,-0.43372238,0,21509,israel israel is mak ko hijau mother of terrorism
21547.png,0.13212366,-0.19377528,-1.0602798,-0.62549216,0.35261193,-0.13004601,-1.055791,0.22133988,0.615288,-0.00041486695,-0.0743792,1.8675367,-0.38602152,-0.67463744,-0.79788554,-0.28603435,0.19023436,0.34158918,-0.2563298,-0.18152995,0,21547,when you haven't stolen anything in a week
21569.png,1.3274642,0.034804665,-0.72685367,-0.3072062,-0.1719552,-0.4074272,-0.16736133,0.64201003,0.9575399,1.0418237,-0.7956174,-0.1553578,-0.02146339,0.3081813,-0.32862216,0.6442742,0.54777914,0.30579206,0.0063781813,0.38021243,0,21569,"esther, you so ugly, i'm gonna take yo face and stamp out sum gorilla cookies"
21589.png,0.9347117,-0.37793875,-0.17852704,0.34500694,-0.057386693,-0.0071666786,-0.2779834,0.34001514,1.2206053,0.7241544,-0.08596956,0.5851537,-1.1362993,-0.2225404,-0.2843038,0.30716246,0.19886605,0.7561474,0.60345376,0.55990463,0,21589,"instead of being ""born again"" why not just grow up?"
21593.png,0.85536253,0.39895722,-0.2572461,-0.0048620044,0.21498673,0.111155815,0.26488855,-0.015212756,0.81331956,0.10278024,0.03573706,1.0019096,-0.20521474,0.065395206,-1.0723782,0.54869235,-0.11184025,0.216688,-0.072979346,-0.31115136,0,21593,yall got any more a them cracka ass crackas?
21605.png,0.66827023,0.34973934,-0.04175976,-0.30293274,0.30917653,0.06719906,-0.36593845,0.53198385,1.2501305,1.1466085,-0.6531403,0.6522447,-0.52137697,-0.007724236,-0.9589903,0.25561705,0.083198026,0.78972065,0.64903694,0.068616666,0,21605,jokes don't kill people muslims who are offended by jokes kill people
21637.png,0.5527946,0.5475891,0.13668364,0.16301097,-0.2214322,-0.3343449,-0.04877228,-0.23187211,0.19519891,0.7295317,-0.34050626,0.7278453,-0.5658569,-0.26122713,-0.061379753,0.6310371,0.20929722,0.38655195,0.02747216,0.57172734,0,21637,this one time at camp we got so baked
21653.png,1.0544618,0.3495315,-0.6036596,0.05576078,-0.64202553,-0.6189294,-0.29746336,0.35471684,0.24448141,0.79188544,0.042134397,0.41431314,0.265212,-0.20566355,-0.93508583,0.1608634,-0.040161688,-0.12615131,0.26454437,0.3110702,0,21653,"hmmm... let's see, what kind of conspiracy theory can i get those white trash followers of mine to fall for next ?"
21674.png,0.47396663,-0.18294062,-0.98406583,0.83057314,0.45786738,-0.40623087,0.3157792,0.025412288,0.62546074,0.28003058,-1.018784,0.7766302,-0.5751363,0.19613409,-1.5096427,0.16604316,1.0958896,0.5309386,0.25606444,0.08859005,0,21674,"hey bro i'm not racist bro but ever noticed poo coloured women are loud, ugly, stupid, fat and act like primates? i haven't noticed that"
21706.png,0.07332801,0.59194183,-0.32958782,0.26670045,-0.14126743,0.02385131,-0.13246936,0.22604528,0.29322904,1.116317,-0.39220515,1.494785,-0.77177733,-0.092722155,-0.8621958,0.32051158,-0.115200534,0.10236491,0.7790135,0.27943838,0,21706,look son a dirty fucking muslim
21740.png,0.060608946,0.24535115,-0.6303045,-0.011711406,0.07926099,-0.42617047,-0.3119825,0.055317845,1.6376717,-0.010548342,-0.29569536,0.87880564,-0.6833546,-0.6879031,-0.10207945,-0.19195417,0.50862753,0.32409748,0.22313267,0.23783629,0,21740,the us navy keeping tranny hookers laid since 1715
21749.png,0.3152527,-0.549163,-0.3967624,0.15695664,-0.386861,0.55899775,0.11669725,0.34858048,0.69425786,0.59198594,-0.15623157,0.81879616,-0.4024043,0.59786123,-0.45279512,0.05185067,0.84007055,0.47146323,0.57622784,-0.16347055,0,21749,this one time at camp someone had too much gas
21769.png,1.0502325,-0.58795047,-0.27835456,-0.2409503,0.7507133,-0.25353572,-0.14965583,0.51296735,0.3182306,-0.9147478,-0.3015866,0.39657092,-0.28612688,-0.29437304,-1.1086749,-0.18042746,0.9791997,0.56904054,0.3187323,0.06556518,0,21769,"arrest white babies before they become land stealing, inbreeding, child molesting, dog raping, serial killing, racist white supremacist terrorist thugs"
21780.png,0.09885033,0.111158036,0.5029772,0.3511863,0.040161747,-0.97361356,-0.5383887,-0.31553197,1.1099347,0.025032055,0.17795824,0.7828099,-0.22947043,0.33115354,0.16603452,-0.020804144,0.7530901,0.11463614,0.13341346,0.40756854,0,21780,manditory vaccinations with no exemptions i do nazi the problem...
21835.png,0.07107174,0.411281,-0.19724578,-0.32645506,0.12582009,-0.7907724,-0.09354542,0.07212989,0.0570163,0.50208265,-0.45973167,0.42825407,0.4863212,-0.4027688,-0.5218712,0.5832108,-0.12797353,0.5621577,0.48678225,0.7840214,0,21835,winnie the pooh skinny the jew
21869.png,1.1888337,-0.28905565,-0.43991357,-0.12549406,0.17205878,0.80692655,0.3553014,-0.36377022,1.1140783,0.69183415,-0.02044002,0.499393,-0.037237015,-0.51633394,0.3171012,0.4840443,0.23295301,0.101903304,-0.28101578,0.28245595,0,21869,*laughs in goat-fucker*
21890.png,0.21927269,-0.19130392,-0.63781565,0.07002107,0.7022176,0.36522874,-0.65545183,0.0023045205,1.3466762,-0.3590141,-0.60812753,1.1585147,-0.22603613,-0.9242984,-0.3144187,-0.6286672,0.9912781,0.012335998,0.3888223,0.35378045,0,21890,transgenderman (fallonfox) brutally beats black woman in ufc match
21946.png,0.25236103,0.030412426,-0.36665037,0.2591595,0.18048562,-0.47284132,-0.13106717,0.11074573,0.14349768,0.39174518,-0.12600158,0.69588786,-0.85085714,-0.14832446,-0.8495297,0.04837101,0.15588753,0.2814345,0.23841164,-0.24162439,0,21946,he might be retarded but he comes with a bottle opener
21950.png,0.48189285,-0.53999084,0.34659347,0.09201043,-0.54272634,0.286999,0.5495149,0.5810989,0.6171061,-0.22035103,-0.07251551,0.7639157,-0.6957174,-1.3376607,-1.0127548,0.20609608,0.9593484,0.3202047,0.16530079,0.37741175,0,21950,first gay pride parade! can't wait! making history
